# File;RA;Decl;SN_UV;z_spec
jades-gds-wide-v2_prism-clear_1180_13887.spec.fits;53.1958751;-27.7684324;17.96688664296905;6.051763
ceers-v2_prism-clear_1345_618.spec.fits;214.876469;52.839412;27.234005649937366;6.05741
ceers-v2_prism-clear_1345_603.spec.fits;214.867247;52.836737;20.49506687426305;6.06023
glazebrook-v2_prism-clear_2565_19780.spec.fits;34.25370982842931;-5.209603491776079;24.103790148559995;6.063055
gds-udeep-v2_prism-clear_3215_99302.spec.fits;53.125818;-27.81822779999999;68.91112678565513;6.07012
macs0416-v2_prism-clear_1208_3118076.spec.fits;64.04015292866562;-24.06188806255835;8.32762825292686;6.07153
ceers-v2_prism-clear_1345_81063.spec.fits;214.79911;52.725119;18.58019265466276;6.086401
jades-gds-wide-v2_prism-clear_1180_9877.spec.fits;53.1595268;-27.77152360000002;23.037306221712548;6.101298
gds-deep-v2_prism-clear_1210_9867.spec.fits;53.156129;-27.77585399999998;59.01702366777527;6.104139
jades-gds-wide-v2_prism-clear_1180_9867.spec.fits;53.156129;-27.77585399999998;29.819558985834043;6.106271
ceers-v2_prism-clear_1345_1518.spec.fits;215.006802;52.9650411;84.64947399882574;6.106271
ceers-v2_prism-clear_1345_355.spec.fits;214.806482;52.878827;29.810229409310143;6.108403
ceers-v2_prism-clear_1345_539.spec.fits;214.885748;52.87201300000001;6.6700723937933155;6.112669
ceers-v2_prism-clear_1345_526.spec.fits;214.82518;52.830364;7.368269751175189;6.11552
macsj0647-v2_prism-clear_1433_3208.spec.fits;101.918791;70.237614;17.597791986985655;6.122634
macsj0647-v2_prism-clear_1433_1715.spec.fits;101.983171;70.209787;27.651320549747172;6.135466
ceers-v2_prism-clear_1345_31329.spec.fits;215.0551163;53.0008499;41.9946530838877;6.139749
macs0416-v2_prism-clear_1208_3112500.spec.fits;64.04790518440976;-24.06207811237516;33.27482481464667;6.142605
macs1149-v2_prism-clear_b144.spec.fits;177.38766825040784;22.405791550668184;16.10629705117534;6.15762
macs0417-v2_prism-clear_1208_202967.spec.fits;64.37146645495004;-11.83078093543833;17.67749127376035;6.158337
ceers-v2_prism-clear_1345_80954.spec.fits;214.918183;52.811826;17.00484114057441;6.16478
rubies-uds3-v2_prism-clear_4233_36816.spec.fits;34.2955068;-5.251740600000005;10.208191154820929;6.17626
jades-gds-wide-v2_prism-clear_1180_9547.spec.fits;53.2080001;-27.79005009999997;14.950801618323498;6.18128
ceers-v2_prism-clear_1345_1065.spec.fits;215.1168542;53.0010814;27.73924198958774;6.188465
uncover-v2_prism-clear_2561_52621.spec.fits;3.560646611968914;-30.32610828345969;34.517269707982955;6.189903
ceers-v2_prism-clear_1345_1561.spec.fits;215.1660971;53.0707553;44.33445673122791;6.205738
ceers-v2_prism-clear_1345_67.spec.fits;215.015597;53.011857;8.877688239095306;6.208621
macs0416-v2_prism-clear_1208_3108382.spec.fits;64.07784473702712;-24.08421329180681;23.711501628282377;6.211505
